iter	Logloss
306	0.2203623121
307	0.219905233
308	0.2195996759
309	0.2194422118
310	0.2191754603
311	0.2190077421
312	0.2185787092
313	0.2183050726
314	0.2179642456
315	0.2178231497
316	0.2174282147
317	0.2172425254
318	0.2168351498
319	0.2165453367
320	0.2163825849
321	0.2162147662
322	0.2159835117
323	0.2157363779
324	0.2154100109
325	0.2153013413
326	0.2149652175
327	0.2142824906
328	0.2141616819
329	0.2139265299
330	0.2136967054
331	0.2135268338
332	0.213323832
333	0.2129903626
334	0.212781378
335	0.2122971686
336	0.212002698
337	0.2116892155
338	0.2113339694
339	0.21090398
340	0.2104561609
341	0.2101342781
342	0.2099740491
343	0.2095303584
344	0.2091337026
345	0.2089429459
346	0.2087326358
347	0.2085758115
348	0.2084089723
349	0.2080944972
350	0.2078588149
351	0.2074784422
352	0.2074580233
353	0.2071177267
354	0.2068274445
355	0.2064791225
356	0.2063543645
357	0.2059722474
358	0.2057005384
359	0.2052112373
360	0.2049786211
361	0.2048079905
362	0.2046194673
363	0.2043395282
364	0.2043187144
365	0.2039096359
366	0.20356081
367	0.2033368863
368	0.2030493528
369	0.2026850061
370	0.2026024757
371	0.2024510343
372	0.2022017263
373	0.2020613086
374	0.2017267614
375	0.2015082284
376	0.2013400092
377	0.200926625
378	0.2006283235
379	0.2002303294
380	0.1997114
381	0.1994908199
382	0.1992447756
383	0.1989274886
384	0.1987737195
385	0.1984502734
386	0.1982676897
387	0.1981387408
388	0.1978493599
389	0.1976189061
390	0.1972814314
391	0.1970312735
392	0.1968870493
393	0.1966094808
394	0.1964001492
395	0.1960189485
396	0.1958132387
397	0.1955936601
398	0.1954047571
399	0.1951119872
400	0.195056617
401	0.1949564737
402	0.1948357606
403	0.1944493783
404	0.1941230249
405	0.1938688199
406	0.1936543368
407	0.1932868433
408	0.1931194595
409	0.1930729446
410	0.1927947199
411	0.1925665838
412	0.1923425341
413	0.1919259038
414	0.1916767776
415	0.1913962231
416	0.1910738434
417	0.1909415685
418	0.1905547947
419	0.1903657664
420	0.1901771691
421	0.1900010346
422	0.1898454721
423	0.1894930731
424	0.1892508737
425	0.188964418
426	0.1888597829
427	0.188699476
428	0.1883210644
429	0.1880906009
430	0.1879242945
431	0.1877413046
432	0.1875142785
433	0.187365026
434	0.1873133977
435	0.1868140141
436	0.1864753279
437	0.1863511499
438	0.1860082538
439	0.1857409841
440	0.1855798835
441	0.1854162115
442	0.1851701677
443	0.1849635329
444	0.1848315795
445	0.1845698487
446	0.1845319761
447	0.1841230843
448	0.1837848519
449	0.1835704817
450	0.1834093058
451	0.183166197
452	0.1828971688
453	0.1826153847
454	0.1823825795
455	0.1822527852
456	0.1820752037
457	0.1818953178
458	0.1817369888
459	0.1813420831
460	0.1810384568
461	0.1808873124
462	0.1806561355
463	0.1804328993
464	0.1802650724
465	0.1800804129
466	0.1799208204
467	0.1797746677
468	0.179454611
469	0.1788370228
470	0.1784830385
471	0.1783377588
472	0.1779529848
473	0.1778221235
474	0.1776041664
475	0.1774192356
476	0.1770072341
477	0.1768654845
478	0.1764691903
479	0.1762428597
480	0.1761102201
481	0.1757629044
482	0.1755240848
483	0.1752554361
484	0.1750285209
485	0.1748330087
486	0.1746247418
487	0.174357247
488	0.1742482447
489	0.1740695402
490	0.1739308258
491	0.1736309952
492	0.1733429643
493	0.1731407298
494	0.1728292601
495	0.1725236419
496	0.1723345148
497	0.1721374168
498	0.1719654892
499	0.1717661754
500	0.1715352472
501	0.171208221
502	0.1708935617
503	0.1706793079
504	0.1704763802
505	0.1703450643
506	0.1701844095
507	0.1698852731
508	0.1697108358
509	0.1695148191
510	0.1691803351
511	0.1691303563
512	0.168963808
513	0.1686244045
514	0.1684229064
515	0.1680311869
516	0.1679489809
517	0.1677589544
518	0.1676256359
519	0.1674278061
520	0.1671489824
521	0.166803335
522	0.1666732978
523	0.1664288339
524	0.1661263116
525	0.1657785922
526	0.1656369316
527	0.1654636323
528	0.1653065071
529	0.1650708566
530	0.1647708692
531	0.1643395144
532	0.1639788485
533	0.1637382457
534	0.1634012317
535	0.1632966143
536	0.1632199754
537	0.16304001
538	0.1625821222
539	0.1623532447
540	0.1620242208
541	0.1618953767
542	0.161794373
543	0.1614968719
544	0.1612741246
545	0.1612328976
546	0.161073755
547	0.1608424598
548	0.1606073229
549	0.1604557157
550	0.1603351729
551	0.1600145417
552	0.159612264
553	0.159414987
554	0.1592593125
555	0.1588006959
556	0.1586191299
557	0.1582003614
558	0.1581212043
559	0.1579161076
560	0.1576802583
561	0.1575986682
562	0.1573211388
563	0.1572428169
564	0.1570897269
565	0.156974658
566	0.1568296712
567	0.1565651145
568	0.1564281835
569	0.1562622958
570	0.1558344497
571	0.1555627605
572	0.1552990347
573	0.1551036043
574	0.1549865126
575	0.1547869248
576	0.1546497348
577	0.1542498094
578	0.1540469238
579	0.1539618503
580	0.1536249177
581	0.1534676762
582	0.1533295858
583	0.1532100659
584	0.1529513584
585	0.152871261
586	0.1526766941
587	0.1523894261
588	0.1522627832
589	0.1521485541
590	0.1517924154
591	0.1515506507
592	0.1512971857
593	0.1511703615
594	0.1509186422
595	0.1507270289
596	0.150625711
597	0.1503761222
598	0.150235769
599	0.1500523214
600	0.149905548
601	0.1496703901
602	0.1495291048
603	0.149244281
604	0.1491876047
605	0.1488902391
606	0.1487761236
607	0.1485827355
608	0.1482917459
609	0.1481862852
610	0.1480317566
611	0.1477602167
612	0.1475316252
613	0.1473597124
614	0.1472003908
615	0.1469027041
616	0.1465988053
617	0.1464066197
618	0.146318172
619	0.146196046
620	0.1459458156
621	0.1456695854
622	0.1453431531
623	0.1452205939
624	0.1449354074
625	0.1447615521
626	0.1446877147
627	0.144472394
628	0.1443310158
629	0.1441298318
630	0.1440319912
631	0.1438575853
632	0.1434397203
633	0.143356359
634	0.1432256278
635	0.1430005258
636	0.1428813065
637	0.1425358639
638	0.1422122199
639	0.1418078226
640	0.141541626
641	0.1412670972
642	0.1410274145
643	0.1409596449
644	0.1407761045
645	0.1406184269
646	0.1402416982
647	0.1399847548
648	0.1396399788
649	0.1394488675
650	0.139342267
651	0.1392155994
652	0.1389422889
653	0.1388274752
654	0.1385808379
655	0.1384318264
656	0.1383219442
657	0.1381905397
658	0.1379178568
659	0.1377844369
660	0.1375079311
661	0.1374084515
662	0.1372059353
663	0.1370401569
664	0.1368989698
665	0.1368306197
666	0.1366804596
667	0.1365228892
668	0.1362424063
669	0.1360894412
670	0.1358974069
671	0.1357613495
672	0.1356193
673	0.1352407003
674	0.1350781306
675	0.134733079
676	0.1344821275
677	0.1343664309
678	0.134247064
679	0.1341536648
680	0.1337849315
681	0.1334700986
682	0.1333117033
683	0.1330485982
684	0.1328784397
685	0.1326721849
686	0.1324953515
687	0.132372592
688	0.1321566629
689	0.1320014461
690	0.1319290568
691	0.1317931528
692	0.1315427418
693	0.131379688
694	0.1312139148
695	0.1311356007
696	0.1310336285
697	0.1306859816
698	0.130579234
699	0.1304619686
700	0.1302164122
701	0.1300477266
702	0.1299189898
703	0.1296527273
704	0.1294205432
705	0.1292298824
706	0.1289641439
707	0.1288427253
708	0.1287157111
709	0.1284369811
710	0.1282853055
711	0.1281393663
712	0.1279661412
713	0.1277968996
714	0.1276606065
715	0.1275906255
716	0.1275546919
717	0.1272494179
718	0.1269871506
719	0.1268840422
720	0.1266814927
721	0.1266202874
722	0.1264202239
723	0.1261524041
724	0.1258026228
725	0.1256639083
726	0.1253279745
727	0.1252628103
728	0.1252384748
729	0.1250819245
730	0.1250140006
731	0.1248691476
732	0.1247819683
733	0.1245514101
734	0.1243630799
735	0.1242623067
736	0.1240583519
737	0.1239757381
738	0.1239363301
739	0.1237744883
740	0.1234888807
741	0.1233550049
742	0.1232455216
743	0.1230674569
744	0.1230046991
745	0.1229314161
746	0.1227383498
747	0.1224422033
748	0.1221978381
749	0.1220164633
750	0.1217838628
751	0.121599143
752	0.1214841661
753	0.1212730558
754	0.1211285104
755	0.1209065583
756	0.1206550164
757	0.1204085203
758	0.1203589034
759	0.1201201857
760	0.1199563896
761	0.1197098163
762	0.1194706532
763	0.1192650304
764	0.1190490045
765	0.1188761601
766	0.1187444209
767	0.1185870931
768	0.1183178737
769	0.1180532736
770	0.1178258025
771	0.1176299225
772	0.1172907981
773	0.1171319663
774	0.1170359552
775	0.1168896297
776	0.1166071504
777	0.116482113
778	0.1163097874
779	0.1160092172
780	0.1158133556
781	0.1156416937
782	0.1155622845
783	0.1154822255
784	0.1154276498
785	0.1153379585
786	0.1152309388
787	0.1151215948
788	0.1148066899
789	0.1147339564
790	0.1145568967
791	0.1144716927
792	0.1142296314
793	0.1139148949
794	0.1137712774
795	0.1136580588
796	0.1134467812
797	0.1132751374
798	0.1131154152
799	0.1130172576
800	0.112763651
801	0.1126124381
802	0.1123855468
803	0.1122332681
804	0.1121693466
805	0.112012898
806	0.1119145179
807	0.1116476247
808	0.1114513805
809	0.1112346085
810	0.111056951
811	0.1109106677
812	0.110727036
813	0.1105237217
814	0.1104860577
815	0.1103478241
816	0.1101004137
817	0.1099399377
818	0.1098193878
819	0.1096630352
820	0.1096364505
821	0.109433485
822	0.1093584057
823	0.1092803059
824	0.109172206
825	0.1089204593
826	0.1088575212
827	0.1087518156
828	0.108599546
829	0.1084728287
830	0.1083813816
831	0.1082672873
832	0.1081399011
833	0.1079475272
834	0.1078510115
835	0.1077640834
836	0.1076846577
837	0.1076478508
838	0.1074822687
839	0.1072841393
840	0.1072170194
841	0.1070584695
842	0.1068672883
843	0.1066884546
844	0.106487434
845	0.1063333806
846	0.1062489195
847	0.1060955808
848	0.105998877
849	0.1058478947
850	0.1057731721
851	0.105696155
852	0.1055331638
853	0.1054912284
854	0.1053945878
855	0.1051629578
856	0.1050267436
857	0.1048233105
858	0.1047459804
859	0.1045117057
860	0.1043609214
861	0.1043063988
862	0.1042794299
863	0.1041005725
864	0.1039236294
865	0.1037067266
866	0.1035377542
867	0.1033082465
868	0.1031217117
869	0.10305675
870	0.1029638031
871	0.1029213998
872	0.102671587
873	0.1025317908
874	0.1024980604
875	0.1022982979
876	0.1021517217
877	0.10198358
878	0.1018581963
879	0.1017634876
880	0.1016612755
881	0.1014925661
882	0.1013217905
883	0.101186731
884	0.1011286582
885	0.10091534
886	0.1008914665
887	0.1006940139
888	0.1004751208
889	0.1002893141
890	0.1001129061
891	0.1000369686
892	0.09993999654
893	0.09987781854
894	0.09981119724
895	0.09948970391
896	0.09941598909
897	0.09933741545
898	0.09924985966
899	0.09918367239
900	0.09897007106
901	0.09887762936
902	0.09868196245
903	0.09864295542
904	0.09856224795
905	0.0984682083
906	0.09842619988
907	0.09837734489
908	0.09831142142
909	0.09815743422
910	0.09808397245
911	0.09803255872
912	0.09794992813
913	0.09779172367
914	0.09759714917
915	0.09751176226
916	0.09725376515
917	0.09714560143
918	0.09700179509
919	0.09694695632
920	0.09679992798
921	0.09672066221
922	0.09666174223
923	0.09647146864
924	0.09627540899
925	0.09620345368
926	0.09614661024
927	0.09608919137
928	0.09597717712
929	0.09576291293
930	0.09559107758
931	0.09557199987
932	0.09545346254
933	0.09524212831
934	0.09511874336
935	0.09496626256
936	0.09492935771
937	0.09489558117
938	0.09481605879
939	0.09469224187
940	0.09459355156
941	0.09448587127
942	0.0944281086
943	0.09430120763
944	0.09412257047
945	0.09406438947
946	0.09389412619
947	0.09378433738
948	0.09371999185
949	0.09359481985
950	0.09348166351
951	0.09336839492
952	0.09320845106
953	0.09317070155
954	0.09308372512
955	0.09294821607
956	0.09271428813
957	0.0925780416
958	0.09249765914
959	0.09234589759
960	0.09230759126
961	0.09222645029
962	0.09213915305
963	0.0919546737
964	0.09181486917
965	0.09171899213
966	0.09160145616
967	0.09145786222
968	0.0913915362
969	0.0912603358
970	0.09110347489
971	0.09107399276
972	0.0910319535
973	0.09081366161
974	0.09074988089
975	0.09061578249
976	0.09049026724
977	0.09039704984
978	0.09033437605
979	0.0902961044
980	0.09023851081
981	0.08998944547
982	0.08987340789
983	0.08970534935
984	0.0895579563
985	0.08944013948
986	0.08928313174
987	0.08915908037
988	0.08899896283
989	0.08876119806
990	0.08860978014
991	0.08848675004
992	0.08839469417
993	0.08822801291
994	0.08808053524
995	0.0880318071
996	0.08788347528
997	0.08778415998
998	0.08749078239
999	0.08736974505
